selected_tau_track_fraction,selected_memory_column,baseline_test_rmse,augmented_test_rmse,fractional_test_improvement,permutation
0.02,memory_tau_0.02,0.2787917521096492,0.2770615819625189,0.006205958870870057,154
0.02,memory_tau_0.02,0.2787917521096492,0.2770454501185109,0.0062638222900204925,155
0.02,memory_tau_0.02,0.2787917521096492,0.276999701369604,0.006427918783409221,156
0.02,memory_tau_0.02,0.2787917521096492,0.27702032893868,0.006353929617948218,157
0.02,memory_tau_0.02,0.2787917521096492,0.2769805955035418,0.006496449742153909,158
0.02,memory_tau_0.02,0.2787917521096492,0.27704158329932255,0.00627769220962567,159
0.02,memory_tau_0.02,0.2787917521096492,0.2770905787129232,0.006101950232935556,160
0.05,memory_tau_0.05,0.2787917521096492,0.27723685015067834,0.005577288234693899,161
0.02,memory_tau_0.02,0.2787917521096492,0.27701103727568815,0.006387257946069618,162
0.02,memory_tau_0.02,0.2787917521096492,0.2770785258190895,0.006145182838428754,163
0.02,memory_tau_0.02,0.2787917521096492,0.27699570354035047,0.006442258623893311,164
0.05,memory_tau_0.05,0.2787917521096492,0.2771979711454171,0.0057167435986601066,165
0.02,memory_tau_0.02,0.2787917521096492,0.2770281119828168,0.006326012564886591,166
0.02,memory_tau_0.02,0.2787917521096492,0.2770163935045221,0.006368045653046483,167
0.02,memory_tau_0.02,0.2787917521096492,0.2770418532394854,0.006276723959450436,168
0.02,memory_tau_0.02,0.2787917521096492,0.2769688172403888,0.006538697273021985,169
0.02,memory_tau_0.02,0.2787917521096492,0.2770554771377684,0.006227856307592273,170
0.02,memory_tau_0.02,0.2787917521096492,0.2770769113508327,0.006150973785415487,171
0.02,memory_tau_0.02,0.2787917521096492,0.2770654501963826,0.006192083876956311,172
0.02,memory_tau_0.02,0.2787917521096492,0.2770022220506549,0.006418877335691296,173
0.02,memory_tau_0.02,0.2787917521096492,0.2770565303463492,0.006224078546690731,174
0.05,memory_tau_0.05,0.2787917521096492,0.27722876960612985,0.005606272393971701,175
0.02,memory_tau_0.02,0.2787917521096492,0.27701019517274267,0.00639027849075616,176
0.02,memory_tau_0.02,0.2787917521096492,0.277049412757709,0.006249608672981532,177
0.02,memory_tau_0.02,0.2787917521096492,0.2770640943991868,0.0061969469949846815,178
0.02,memory_tau_0.02,0.2787917521096492,0.2770458721738091,0.006262308417048941,179
0.02,memory_tau_0.02,0.2787917521096492,0.2769646668880278,0.00655358419966025,180
0.02,memory_tau_0.02,0.2787917521096492,0.27695869946558993,0.006574988787108414,181
0.02,memory_tau_0.02,0.2787917521096492,0.27704272022572574,0.0062736141607071284,182
0.02,memory_tau_0.02,0.2787917521096492,0.27701134999470867,0.0063861362521237044,183
0.02,memory_tau_0.02,0.2787917521096492,0.27702467133694164,0.006338353840584731,184
0.02,memory_tau_0.02,0.2787917521096492,0.2770025563311735,0.006417678302663706,185
0.02,memory_tau_0.02,0.2787917521096492,0.2770943489199774,0.006088426852040348,186
0.02,memory_tau_0.02,0.2787917521096492,0.2769869965266516,0.0064734898695560155,187
0.02,memory_tau_0.02,0.2787917521096492,0.27701387218192586,0.006377089401927795,188
0.02,memory_tau_0.02,0.2787917521096492,0.27700166213570127,0.0064208856983827564,189
0.02,memory_tau_0.02,0.2787917521096492,0.2770322234789429,0.006311265011937119,190
0.02,memory_tau_0.02,0.2787917521096492,0.2769814431038524,0.006493409478931661,191
0.02,memory_tau_0.02,0.2787917521096492,0.27703324437397864,0.006307603156706448,192
0.02,memory_tau_0.02,0.2787917521096492,0.2770000298197689,0.006426740663316307,193
0.02,memory_tau_0.02,0.2787917521096492,0.27705986062203053,0.006212133158578873,194
0.02,memory_tau_0.02,0.2787917521096492,0.27701596611031315,0.006369578676192735,195
