selected_tau_track_fraction,selected_memory_column,baseline_test_rmse,augmented_test_rmse,fractional_test_improvement,permutation
0.02,memory_tau_0.02,0.28414664836272024,0.28072716524557906,0.01203421943156666,123
0.02,memory_tau_0.02,0.28414664836272024,0.2807221883148558,0.012051734791159825,124
0.02,memory_tau_0.02,0.28414664836272024,0.28070568555210407,0.012109813120947683,125
0.02,memory_tau_0.02,0.28414664836272024,0.2807354869761669,0.012004932686022426,126
0.02,memory_tau_0.02,0.28414664836272024,0.28077393359118474,0.011869627148408758,127
0.05,memory_tau_0.05,0.28414664836272024,0.28095642202016635,0.011227393885996112,128
0.02,memory_tau_0.02,0.28414664836272024,0.2806126239136351,0.01243732582963237,129
0.02,memory_tau_0.02,0.28414664836272024,0.2806301896875814,0.01237550643444503,130
0.05,memory_tau_0.05,0.28414664836272024,0.2809414782343464,0.011279985693452092,131
0.02,memory_tau_0.02,0.28414664836272024,0.28063984057035796,0.012341541990971368,132
0.02,memory_tau_0.02,0.28414664836272024,0.2807329925513647,0.012013711338934878,133
0.02,memory_tau_0.02,0.28414664836272024,0.2806798614532323,0.012200696117529036,134
0.02,memory_tau_0.02,0.28414664836272024,0.2807015662999725,0.01212431004412203,135
0.02,memory_tau_0.02,0.28414664836272024,0.28067551206417357,0.012216002963778344,136
0.02,memory_tau_0.02,0.28414664836272024,0.28073337730139697,0.012012357284489768,137
0.02,memory_tau_0.02,0.28414664836272024,0.28067977204606415,0.012201010769025663,138
0.02,memory_tau_0.02,0.28414664836272024,0.280670282511521,0.012234407378128183,139
0.02,memory_tau_0.02,0.28414664836272024,0.28066839060013005,0.01224106559986629,140
0.02,memory_tau_0.02,0.28414664836272024,0.2807206389629724,0.012057187439967504,141
0.02,memory_tau_0.02,0.28414664836272024,0.2806726245583424,0.01222616499049166,142
0.02,memory_tau_0.02,0.28414664836272024,0.28072037240244485,0.01205812554896536,143
0.02,memory_tau_0.02,0.28414664836272024,0.2806665911031122,0.012247398586822882,144
0.02,memory_tau_0.02,0.28414664836272024,0.2807800335269084,0.011848159586645157,145
0.02,memory_tau_0.02,0.28414664836272024,0.28071324284898724,0.012083216654205168,146
0.02,memory_tau_0.02,0.28414664836272024,0.2805801220871491,0.012551709816469053,147
0.02,memory_tau_0.02,0.28414664836272024,0.28064712116276475,0.012315919332922294,148
0.02,memory_tau_0.02,0.28414664836272024,0.2806857900394839,0.012179831587590877,149
0.02,memory_tau_0.02,0.28414664836272024,0.28066541139883305,0.012251550331303946,150
0.02,memory_tau_0.02,0.28414664836272024,0.2806105265500133,0.012444707101359202,151
0.02,memory_tau_0.02,0.28414664836272024,0.28060447237023933,0.01246601363377419,152
0.02,memory_tau_0.02,0.28414664836272024,0.280676602280347,0.01221216615563814,153
0.02,memory_tau_0.02,0.28414664836272024,0.28070291204826275,0.0121195739393747,154
0.02,memory_tau_0.02,0.28414664836272024,0.28066644004746377,0.012247930198401988,155
0.02,memory_tau_0.02,0.28414664836272024,0.2806561025326416,0.012284311112559246,156
0.02,memory_tau_0.02,0.28414664836272024,0.28069004377338075,0.012164861381461922,157
0.02,memory_tau_0.02,0.28414664836272024,0.2808056771583362,0.01175791171085433,158
