selected_tau_track_fraction,selected_memory_column,baseline_test_rmse,augmented_test_rmse,fractional_test_improvement,permutation
0.1,memory_tau_0.1,0.30611070123477113,0.3022557404699379,0.0125933551139614,0
0.1,memory_tau_0.1,0.30611070123477113,0.30183008649040666,0.013983878143095246,1
0.1,memory_tau_0.1,0.30611070123477113,0.30225180469399465,0.012606212475456404,2
0.1,memory_tau_0.1,0.30611070123477113,0.30215912497892666,0.012908977830258255,3
0.05,memory_tau_0.05,0.30611070123477113,0.30178764650677764,0.014122520743493811,4
0.1,memory_tau_0.1,0.30611070123477113,0.30236830894695793,0.012225617310069076,5
0.1,memory_tau_0.1,0.30611070123477113,0.3021838335179636,0.012828260171786197,6
0.1,memory_tau_0.1,0.30611070123477113,0.3025322030094509,0.011690209492466335,7
0.1,memory_tau_0.1,0.30611070123477113,0.30234099544556753,0.012314844838803702,8
0.1,memory_tau_0.1,0.30611070123477113,0.3021546310489388,0.012923658564939308,9
0.1,memory_tau_0.1,0.30611070123477113,0.30250937275557477,0.011764791183939468,10
0.1,memory_tau_0.1,0.30611070123477113,0.3019349660489729,0.013641258436749815,11
0.1,memory_tau_0.1,0.30611070123477113,0.302356981849589,0.01226262058151062,12
0.1,memory_tau_0.1,0.30611070123477113,0.30189166697443237,0.01378270750849373,13
0.1,memory_tau_0.1,0.30611070123477113,0.30149271331469424,0.015086006145649691,14
0.1,memory_tau_0.1,0.30611070123477113,0.30231295199949115,0.012406456945022975,15
0.1,memory_tau_0.1,0.30611070123477113,0.30221257110200667,0.012734380461187474,16
0.1,memory_tau_0.1,0.30611070123477113,0.30196336695588644,0.013548478580315635,17
0.1,memory_tau_0.1,0.30611070123477113,0.3023610305216262,0.01224939441195527,18
0.1,memory_tau_0.1,0.30611070123477113,0.3023456535585229,0.012299627752512475,19
0.1,memory_tau_0.1,0.30611070123477113,0.3020983589210774,0.013107487903915126,20
0.1,memory_tau_0.1,0.30611070123477113,0.3021313685597626,0.0129996522792472,21
